,time,brier_score,label
34,2.416869549486535,0.19646821147693283,CPH
35,2.478390068030645,0.20170121286841802,CPH
36,2.5225413839086746,0.20428754821895465,CPH
37,2.6344523991246045,0.20731627006545872,CPH
38,2.7087702832222984,0.2101564107845208,CPH
39,2.791190912278003,0.2117451086210911,CPH
40,2.869938281817354,0.2121481215842044,CPH
41,2.9419063535565426,0.21454192669811545,CPH
42,3.0362026201480674,0.21642952292263176,CPH
43,3.1180201782200774,0.2176641137695145,CPH
44,3.208656438199788,0.2196550720567012,CPH
45,3.3094554325992607,0.22260731603615047,CPH
46,3.43212166734614,0.22409991081912528,CPH
47,3.5785637714369534,0.22505318753723869,CPH
48,3.79208379488933,0.2257971793619334,CPH
49,3.9472652469467726,0.2281511648450518,CPH
50,4.099893802380215,0.22988179848435367,CPH
51,4.202697995700233,0.2312033398114764,CPH
52,4.3436109447545705,0.23234097941547124,CPH
53,4.640839020049327,0.23191573154007486,CPH
54,4.791659893219555,0.2300835215285371,CPH
55,4.967908324320719,0.22921000724604704,CPH
56,5.2148566924815585,0.2284134532061857,CPH
57,5.445176916891372,0.22738624666389792,CPH
58,5.675328626644954,0.22661348372249793,CPH
59,5.896238360488527,0.22581060821302795,CPH
60,6.160824981271106,0.22481055610486345,CPH
61,6.288181032946471,0.22440939320951422,CPH
62,6.526928925713903,0.22531489576160268,CPH
63,6.663665049897662,0.2257481226806477,CPH
64,6.848002640377683,0.22532133996007284,CPH
65,6.9593023029606735,0.22398282388772425,CPH
66,7.304374856058829,0.22330291574444436,CPH
67,7.470553371115322,0.22181086097934688,CPH
68,7.765289130221048,0.22004007688677782,CPH
69,7.866247054296215,0.21774488856593355,CPH
70,8.052771292286637,0.21654448729070339,CPH
71,8.292880994036507,0.21422762838676854,CPH
72,8.46198297172017,0.2127180864505201,CPH
73,8.71951446119475,0.20795320137829823,CPH
74,8.993703664459003,0.2048396188110738,CPH
75,9.243775100554467,0.2037739659211963,CPH
76,9.496019676354404,0.2003545937844413,CPH
77,9.602336718408184,0.1965828999624725,CPH
78,9.85793053586935,0.19105946559822323,CPH
79,10.019611850700647,0.18904056195638047,CPH
80,10.29231028955437,0.1822470530785024,CPH
81,10.45518305855378,0.17826477679997393,CPH
82,10.54633863055403,0.1710714549853916,CPH
83,10.71207678782547,0.16575618907541226,CPH
84,10.876574400339674,0.1611639332951858,CPH
85,11.040017211912021,0.1550188784780516,CPH
86,11.09853917557064,0.15251843153954459,CPH
87,11.231515178554297,0.14979782518395818,CPH
88,11.341034563117566,0.14626562871215992,CPH
89,11.469960297554017,0.14183513064595293,CPH
90,11.63856892256142,0.1399809258951682,CPH
91,11.786023457845927,0.13722830681217055,CPH
92,11.907287881367296,0.12569947612537155,CPH
93,12.200098907326865,0.11701613446965557,CPH
94,12.434706144365808,0.1076297167215145,CPH
95,12.670148033265964,0.10329730542098843,CPH
96,12.894701124499985,0.1009230870827387,CPH
97,13.064223972267882,0.09455005076643382,CPH
98,13.248169107472188,0.07656577996196944,CPH
99,13.728251822550293,0.052693939955284305,CPH
100,14.472154972146786,0.01575593735754937,CPH
